,Difference (|)
680,3.025808909208238
681,3.2601543933194246
682,3.0642721667269464
683,3.1920368448101453
684,3.1485281289266607
685,3.2156055515567066
686,3.146860767382894
687,3.1021984414134445
688,3.260660651803861
689,3.195242381561101
690,3.084970984955867
691,3.0817451189000744
692,3.0770509059802933
693,3.270626386317118
694,3.152779742086681
695,3.2545691051531436
696,3.1877872717943165
697,3.143878101825067
698,3.069407389441433
699,3.282411805373053
700,3.1080178150319364
701,3.149187563786465
702,3.157834468472505
703,3.2855484983646317
704,3.1330364818807817
705,3.144068594637747
706,3.0404255767625408
707,3.2062556514585037
708,3.0988642524242023
709,3.1643093793952755
710,3.1940521730886933
711,3.2066615870002133
712,3.1377907251514827
713,3.1974091223714503
714,3.0689522181641804
715,3.14208493363264
716,3.1704896679196306
717,3.157224750717473
718,3.162240256963226
719,3.1301103302691415
720,3.1620025049834415
721,3.1254684368574925
722,3.0580095888291514
723,3.165124337889452
724,3.0047737199303266
725,3.074086889945721
726,3.156366291781057
727,3.2354214682946107
728,2.979107188727012
729,3.184851846448049
730,3.1225018610471067
731,3.056199070925305
732,3.1220086536696616
733,3.03993332971954
734,3.0716586296186756
735,3.1314054918324974
736,3.110574444197013
737,3.0607984177761516
738,3.083753739386392
739,3.1546514428931016
740,3.091359251451903
741,3.146663245611181
742,3.093371072201508
743,3.161504229559437
744,3.225425208362336
745,3.0297316233758154
746,3.035726833718679
747,3.24050800889569
748,3.105683103667375
749,3.0752381011203163
750,3.105475351160218
751,3.1002073238364423
752,3.1437654828270327
753,3.0496377020895946
754,3.2116331773338183
755,3.0901182917149166
756,3.0039047887272234
757,3.0803671325646578
758,3.1388259681639465
759,3.2854721116588106
760,3.051184456544388
761,3.147261775268632
762,3.1211815151843503
763,3.229270354006945
764,3.105627459694077
765,3.147950321524843
766,3.091486892023026
767,3.12084575766101
768,3.1570559379246377
769,3.205696281533489
770,3.0239660419993
771,3.0821077756991806
772,3.0935111967656206
773,3.0841699215083316
774,3.1213003853998367
775,3.102649370486466
776,3.1539204173694073
777,3.1483383629512027
778,3.1698374437611676
779,3.151518582363775
780,3.119551088394982
781,3.2093765351925296
782,3.0981761236027507
783,3.0798882469425006
784,3.136491559836615
785,3.144005322290889
786,3.1220916739069806
787,3.07998153530686
788,3.036213513482731
789,3.02891461084273
790,3.147021529211003
791,3.190984132581364
792,3.0292444241507304
793,3.112268305042916
794,3.1172791067920143
795,3.101961562959636
796,3.0765620813769647
797,3.113384466612092
798,3.251907817053631
799,3.1257542481928655
800,3.1218324883665725
801,3.135114233783111
802,3.1485078375620867
803,3.093467979694049
804,3.2170168746245804
805,3.0452682915411318
806,3.142689804285417
807,3.1076621561771844
808,3.1286114316507994
809,3.145672810222722
810,3.034919227703265
811,3.0647831121409186
812,3.0982693633727285
813,3.107054561841144
814,3.10645859011867
815,3.020989605405946
816,3.0207670128353863
817,3.0851831129529947
818,3.1106293048064972
819,3.0923975128197494
820,2.96067837500091
821,3.1124763973819984
822,3.0598919282062376
823,3.1016584998308043
824,3.006648388869676
825,3.1871577063158907
826,3.0641186225903136
827,3.104870089233731
828,3.083135393918335
829,2.9615266132451867
830,3.0300341696841135
831,3.0443237356112074
832,3.044784290784451
833,3.1577734016433703
834,3.165339192310549
835,3.1053147183500074
836,3.0578570085422334
837,3.126040359507962
838,3.0032074889811864
839,3.1557515520654986
840,2.9957731539394596
841,3.1134317601282158
842,3.052791664978125
843,3.1222898086046107
844,3.0959771327232626
845,3.0231316951089156
846,3.1332525420245965
847,3.0611527823339433
848,3.033252274337778
849,3.1672781927730225
850,3.195681660816361
851,2.991655750465676
852,3.061757266989474
853,3.117650603993159
854,3.1565101891835843
855,3.0245717276451103
856,3.0554486765463165
857,3.0845256718574463
858,3.0983593974602077
859,3.099176731809651
860,3.124384417986739
861,3.045185514079155
862,3.1349872585342844
863,3.2387778771982156
864,3.156198733641254
865,3.0711190234836603
866,3.106174459136826
867,3.031800431853402
868,3.08870975478618
869,3.076005424284032
870,3.0224718999639233
871,3.089229772717706
872,3.083144870413047
873,3.076460375598741
874,3.0402909539431566
875,3.1088860594812995
876,2.9794391820218533
877,3.0732921513471445
878,3.0621483137182444
879,3.0873477980258324
880,3.1130426609489783
881,3.113757855661455
882,3.104930223858713
883,3.179649393224802
884,3.1210510443197426
885,3.0760158722792026
886,3.0548618018143046
887,3.181041270569036
888,3.0951577290666727
889,2.9497671539005665
890,3.0650648304485255
891,3.124561059245368
892,3.0171164200536307
893,3.0016711951281363
894,3.0128511728365894
895,3.024598313729042
896,3.001412591316972
897,3.0980472340132232
898,2.983733253775279
899,3.064689070050095
900,3.131364547698074
901,2.989692491529903
902,3.1217756349714594
903,3.008911171830931
904,3.0660856241113095
905,3.0793277067439315
906,3.080169103217453
907,3.046768376024796
908,2.966771884785131
909,2.956501443926575
910,2.9690372207645277
911,2.9964953542068913
912,3.0746445826853783
913,3.103090479300309
914,3.031771353275639
915,2.939797411712639
916,3.0578670031787367
917,3.09371489174086
918,2.983223409215859
919,3.199520448573998
920,2.9448217033434756
921,2.9869004620526924
922,3.1708148128228086
923,2.9920916496960843
924,3.1596914970283927
925,3.1996966594023397
926,3.1222419602769644
927,3.1428391288900768
928,2.9654034935995965
929,3.0303286046381563
930,3.0417189548277412
931,2.9668963788225082
932,3.064640294595609
933,2.998084816298152
934,2.9825156467110245
935,2.9906172568541867
936,3.040150993197552
937,3.079756574929332
938,3.029785048189066
939,3.0341742386012482
940,3.1172998432957466
941,2.967741360246218
942,3.0603873658645586
943,2.929639263311006
944,3.0867291812810587
945,3.0525199846245648
946,3.012067688989181
947,2.9394287473317307
948,3.088865412797169
949,2.990655494657182
950,3.0924654306717287
951,3.0336996405532544
952,3.073457969610368
953,2.9587270814112174
954,3.043284652468697
955,2.9886415405202715
956,3.053183040410097
957,3.1067973271747187
958,2.912218669930065
959,2.9991510932571015
960,3.106142271857667
961,2.999333808674
962,3.04517652009342
963,3.0745256247410473
964,2.9771253180510526
965,3.1169705615131074
966,2.9452955390191433
967,2.9487085458416735
968,3.023282832801955
969,3.057892513654522
970,3.024903013166453
971,2.9533752081319253
972,3.0317973656931945
973,2.9556058666702043
974,2.9633848894779065
975,3.139773688299105
976,3.012731304560355
977,3.1593082698188617
978,2.983424511034703
979,3.150793977699439
980,3.029729291240855
981,2.996534161566759
982,2.9870267416062495
983,3.1452139514637505
984,2.9862291849433644
985,3.075139671134088
986,2.9343090036650907
987,3.0055473917491673
988,2.968615827216844
989,3.041577623976047
990,3.0662406101304476
991,2.9993201082730665
992,3.0927810178271367
993,3.1351027677332
994,2.9920035781095566
995,3.0199130057021266
996,2.9850636112983255
997,3.0480214233887595
998,3.0459733597760956
999,2.9677109490754257
1000,3.0582014632794605
1001,3.00416498074001
1002,3.025670988575362
1003,3.124756093844237
1004,3.09032440048243
1005,3.0498692627297426
1006,2.9325515192727662
1007,2.9758493423810988
1008,2.9888077036562204
1009,2.9603829083253763
1010,3.0086124303305786
1011,3.004887903915488
1012,2.9102985805602892
1013,2.9787952454862454
1014,2.965763331798595
1015,3.1591427647500807
1016,3.0257530842515408
1017,2.9977322279580156
1018,3.00091768227936
1019,2.9400220108959316
1020,2.9725648131848432
1021,2.9306045229534026
1022,2.944648419649069
1023,3.015874331353331
1024,3.0719532170936414
1025,2.9539884189477443
1026,2.907648627481936
1027,2.991884543292995
1028,2.9661303789315365
1029,2.940504608718311
1030,3.0285424570504613
1031,3.0174482897024832
1032,3.0462815013842386
1033,2.9484335169948257
1034,2.9925429441460802
1035,3.0895665899801403
1036,3.000402438779623
1037,3.039127917857601
1038,2.9943710697011836
1039,2.995242624384758
1040,3.040672769907623
1041,3.0048159419227014
1042,3.103353640048058
1043,2.999567406072372
1044,3.0136640239927295
1045,3.0086931510364927
1046,3.0495031529755505
1047,3.0784555681811385
1048,3.063244760657584
1049,3.0552699728020887
1050,2.9738169085646655
1051,3.1686094269051543
1052,3.0594239686521214
1053,3.0532171038797626
1054,3.076637874185614
1055,2.955710530341984
1056,2.998607428191515
1057,3.1493850444532048
1058,2.9588141171640867
1059,3.1675514521482224
1060,3.0794241073240523
1061,2.976545295955971
1062,2.9867882994536195
1063,2.9743010209742224
1064,2.954004478600377
1065,3.0075294987035073
1066,3.0258953314010313
1067,3.019310377332318
1068,3.079383838945
1069,3.1227547513450014
1070,3.0864578842289334
1071,3.1613201198370855
1072,3.0296117496770845
1073,3.029413566589148
1074,3.03833592498736
1075,3.0295566710219894
1076,3.010931407133517
1077,3.0767716837953274
1078,3.043932008533309
1079,3.081420198685541
1080,3.105779131091584
1081,3.1852469209436394
1082,3.029234343820329
1083,3.0376299078338267
1084,3.0919866421690685
1085,3.013470221029169
1086,2.939081877865924
1087,3.023644318015213
1088,2.991256366693639
1089,2.984780604399681
1090,2.992756673500371
1091,3.0113156155277827
1092,3.0607428900826807
1093,3.1100958548359543
1094,3.034072605123589
1095,3.018309837354677
1096,3.018943354856738
1097,3.037365217486268
1098,3.075986822408924
1099,2.944793230257611
1100,3.069986081768004
1101,2.9440471827123735
1102,3.031039738545336
1103,2.9936880590698767
1104,3.1202490566578396
1105,3.1255337732741557
1106,2.976009948285014
1107,2.978759475950953
1108,3.1874396123340487
1109,3.1139906351451883
1110,3.0730061969813436
1111,3.04098225008582
1112,3.0893987089301898
1113,2.9155557566975348
1114,3.0957616111392685
1115,3.1084307411208165
1116,3.0306276096645584
1117,2.9192877334147047
1118,2.9718793807961585
1119,3.0743264700566164
1120,2.9489854355682867
1121,2.963710642242647
1122,2.9713766744329053
1123,2.949822343441639
1124,3.0687581883289017
1125,3.0367523321912366
1126,2.962613114338466
1127,3.0966226656164046
1128,3.066241267779472
1129,2.9434698166033066
1130,2.938025619399064
1131,2.973349155973992
1132,3.023588558231496
1133,3.0054404894331403
1134,2.9622596671387846
1135,3.126450575486524
1136,2.983606461324234
1137,2.961378937555507
1138,2.964131516715789
1139,2.9793825459246666
1140,2.9790666348865096
1141,3.0777769030203195
1142,3.13024341622625
1143,3.038490415023807
1144,2.9507945396742072
1145,3.0866377142291466
1146,3.004174410160237
1147,3.0712614465883012
1148,2.961045223051263
1149,3.0124220668732797
1150,3.0130245758220604
1151,3.03361890406353
1152,2.9596275450522054
1153,2.925181306683239
1154,2.9250387145046353
1155,3.002405186365228
1156,3.0736830549796705
1157,3.008961041183332
1158,2.99863021554575
1159,3.0699012808203574
1160,3.0160573616574196
1161,2.982555274945286
1162,2.992438834653036
1163,3.0071385932729533
1164,2.9955628434827513
1165,3.003349574005956
1166,2.990317745601869
1167,3.0007062601868233
1168,3.0436960561515445
1169,3.0109029265371805
1170,2.9311630537815287
1171,2.953248889909584
1172,2.9428051001979836
1173,3.0187898397621886
1174,2.9111635033401293
1175,3.1064996217231333
1176,3.0319974517720705
1177,3.1849790536567344
1178,2.9914529650282717
1179,2.9386733438586816
1180,2.990499206716908
1181,3.0899485445010297
1182,3.0063434477396695
1183,3.024385208374392
1184,3.0891195219241445
1185,3.1301377021206482
1186,2.986753311337395
1187,3.058863710443955
1188,3.023638293770491
1189,3.003824624025464
1190,3.0234325093489374
1191,3.0449072531265915
1192,3.0213084413091513
1193,3.1227274640102225
1194,3.0183481080450796
1195,3.022431733442873
1196,3.0500804828673145
1197,2.98410218772948
1198,2.9906484320018176
1199,3.1165492376345014
1200,2.9594342864103944
1201,3.0822616737141746
1202,2.9921056885653625
1203,3.008330790493659
1204,3.0281515325187374
1205,2.986353576270034
1206,2.980240161534012
1207,3.009621491528152
1208,3.008407365628084
1209,2.93803195774756
1210,3.137104566890742
1211,3.0888339771237847
1212,3.022243201789315
1213,2.9509662929240523
1214,3.026061574646361
1215,2.965956081287395
1216,2.940438446682931
1217,2.9575918699568
1218,3.0353622131547473
1219,2.9475653040715577
1220,3.1145582776844725
1221,3.039173359472452
1222,2.907972852466739
1223,2.9203032072921853
1224,2.952072212625121
1225,2.945212133729632
1226,2.969041433413821
1227,2.97576485630718
1228,2.997485816989434
1229,2.898050101601583
1230,2.88815953885366
1231,2.8937647084809486
1232,3.008065068933332
1233,2.92664597411611
1234,3.019417403865748
1235,3.034204641653704
1236,2.9103378893075598
1237,3.059067502288225
1238,3.0440111075725302
1239,3.0391983457142975
1240,2.9849876498539154
1241,2.871252194242623
1242,3.02090467020997
1243,2.957528472778251
1244,3.0129588014801194
1245,3.050064184982028
1246,2.9922735037594825
1247,2.915538243572817
1248,2.9228293083998573
1249,3.0598879171300974
1250,3.0497024487513613
1251,2.976868099594352
1252,2.9801608931763526
1253,3.027083778048544
1254,2.971781092371475
1255,2.9774004247286903
1256,2.97343238149528
1257,3.0512974420828627
1258,2.9200099649741946
1259,2.965420018234262
1260,3.036213381992283
1261,2.9300336989985314
1262,3.0766301090083545
1263,2.980505256949678
1264,3.0665888346650005
1265,3.02920854326166
1266,2.935563832605755
1267,2.9944774434959935
1268,2.9957080961439666
1269,2.9332395784861034
1270,3.053227968161407
1271,3.0200699353465597
1272,3.028747567557645
1273,2.985217617571519
1274,3.0414046356014515
1275,2.97222353357922
1276,3.0058871402769753
1277,3.0626993052764653
1278,3.002331038772856
1279,2.982962914877697
1280,3.0151302917298555
1281,2.9833078423579096
1282,2.9993447011131895
1283,3.001261947717261
1284,2.951053368465978
1285,2.938515072838788
1286,3.092947958001265
1287,3.068561132479057
1288,2.921299448408186
1289,3.000948008943425
1290,2.980490840689607
1291,2.9801626377099724
1292,2.937257300367895
1293,3.0105654744338124
1294,3.010061603971179
1295,2.923384237485405
1296,3.032926105798009
1297,3.069081069804039
1298,3.1220949965423945
1299,3.020528626489182
1300,2.9293937560097523
1301,2.9344384300644366
1302,2.98405268122157
1303,3.0358616836498595
1304,3.0161070822841323
1305,3.0519236865473625
1306,2.915642473254819
1307,3.012598081727978
